,close
1250,0.86139
1251,0.86162
1252,0.86188
1253,0.86168
1254,0.86166
1255,0.86199
1256,0.86228
1257,0.862
1258,0.86159
1259,0.86337
1260,0.86408
1261,0.86392
1262,0.86441
1263,0.86395
1264,0.86376
1265,0.86433
1266,0.86449
1267,0.86509
1268,0.86429
1269,0.86419
1270,0.86411
1271,0.86358
1272,0.86337
1273,0.86306
1274,0.86309
1275,0.86256
1276,0.86214
1277,0.86234
1278,0.86239
1279,0.86245
1280,0.86193
1281,0.86178
1282,0.86145
1283,0.86152
1284,0.86145
1285,0.86119
1286,0.86132
1287,0.86137
1288,0.86096
1289,0.86115
1290,0.86095
1291,0.861
1292,0.86092
1293,0.86126
1294,0.86148
1295,0.86152
1296,0.86168
1297,0.86172
1298,0.86166
1299,0.86154
1300,0.86184
1301,0.86188
1302,0.86176
1303,0.8618
1304,0.86164
1305,0.86177
1306,0.86165
1307,0.86172
1308,0.86197
1309,0.8619
1310,0.86184
1311,0.86179
1312,0.86192
1313,0.86214
1314,0.86219
1315,0.86232
1316,0.86231
1317,0.86221
1318,0.86163
1319,0.86157
1320,0.86162
1321,0.86155
1322,0.862
1323,0.8621
1324,0.86211
1325,0.86229
1326,0.8622
1327,0.86216
1328,0.86219
1329,0.86199
1330,0.86206
1331,0.86209
1332,0.8623
1333,0.86228
1334,0.86233
1335,0.86232
1336,0.86215
1337,0.86228
1338,0.86238
1339,0.86248
1340,0.86263
1341,0.86261
1342,0.86244
1343,0.86222
1344,0.86217
1345,0.86221
1346,0.86241
1347,0.86234
1348,0.86259
1349,0.86253
1350,0.86248
1351,0.86242
1352,0.86239
1353,0.86242
1354,0.86231
1355,0.86235
1356,0.86224
1357,0.86228
1358,0.86227
1359,0.86217
1360,0.86219
1361,0.86219
1362,0.8622
1363,0.86231
1364,0.86241
1365,0.86255
1366,0.86257
1367,0.86264
1368,0.8627
1369,0.86268
1370,0.86276
1371,0.86271
1372,0.86291
1373,0.86275
1374,0.8625
1375,0.86239
1376,0.86265
1377,0.8622
1378,0.862
1379,0.86214
1380,0.86194
1381,0.86203
1382,0.86192
1383,0.86179
1384,0.86186
1385,0.86201
1386,0.86214
1387,0.86214
1388,0.8622
1389,0.86212
1390,0.86173
1391,0.8617
1392,0.8617
1393,0.86194
1394,0.86185
1395,0.8613
1396,0.86148
1397,0.8615
1398,0.8619
1399,0.86168
1400,0.86173
1401,0.86179
1402,0.86144
1403,0.86121
1404,0.86142
1405,0.86126
1406,0.86133
1407,0.86161
1408,0.86152
1409,0.86159
1410,0.86143
1411,0.8613
1412,0.86125
1413,0.86121
1414,0.86134
1415,0.86137
1416,0.8606
1417,0.86087
1418,0.86065
1419,0.86047
1420,0.8602
1421,0.86011
1422,0.85998
1423,0.86031
1424,0.86032
1425,0.86037
1426,0.86141
1427,0.86148
1428,0.86181
1429,0.8618
1430,0.86149
1431,0.86167
1432,0.86157
1433,0.86194
1434,0.8623
1435,0.86264
1436,0.86271
1437,0.86279
1438,0.86283
1439,0.86267
1440,0.86257
1441,0.86246
1442,0.8623
1443,0.86226
1444,0.86238
1445,0.86249
1446,0.86245
1447,0.86231
1448,0.86238
1449,0.86223
1450,0.86229
1451,0.86223
1452,0.86209
1453,0.86215
1454,0.8621
1455,0.86209
1456,0.86211
1457,0.86208
1458,0.86192
1459,0.86181
1460,0.86199
1461,0.86236
1462,0.86224
1463,0.8614
1464,0.86133
1465,0.86131
1466,0.86146
1467,0.8614
1468,0.8615
1469,0.8615
1470,0.8614
1471,0.86144
1472,0.86136
1473,0.86141
1474,0.86139
1475,0.86146
1476,0.86129
1477,0.86133
1478,0.86129
1479,0.86128
1480,0.8609
1481,0.86127
1482,0.86132
1483,0.86118
1484,0.8612
1485,0.86132
1486,0.86136
1487,0.86132
1488,0.86164
1489,0.86175
1490,0.86157
1491,0.86172
1492,0.86151
1493,0.86153
1494,0.86161
1495,0.86158
1496,0.86167
1497,0.86175
1498,0.86177
1499,0.86172
1500,0.8618
1501,0.86192
1502,0.86169
1503,0.86161
1504,0.86158
1505,0.86137
1506,0.86153
1507,0.86159
1508,0.86161
1509,0.86148
1510,0.86142
1511,0.86148
1512,0.86126
1513,0.86132
1514,0.86157
1515,0.86165
1516,0.86151
1517,0.86137
1518,0.86154
1519,0.86111
1520,0.86117
1521,0.86172
1522,0.8613
1523,0.86127
1524,0.86116
1525,0.86118
1526,0.86127
1527,0.86139
1528,0.8612
1529,0.86137
1530,0.86123
1531,0.8615
1532,0.86168
1533,0.86167
1534,0.86142
1535,0.86144
1536,0.86154
1537,0.86162
1538,0.86118
1539,0.86137
1540,0.86066
1541,0.86015
1542,0.85987
1543,0.85978
1544,0.85987
1545,0.85962
1546,0.85936
1547,0.85788
1548,0.85682
1549,0.85681
1550,0.85698
1551,0.85653
1552,0.85697
1553,0.85705
1554,0.8575
1555,0.85701
1556,0.85714
1557,0.85744
1558,0.85755
1559,0.8573
1560,0.85712
1561,0.85711
1562,0.85683
1563,0.85685
1564,0.85662
1565,0.85685
1566,0.85724
1567,0.85737
1568,0.85735
1569,0.85757
1570,0.85705
1571,0.85775
1572,0.85787
1573,0.85789
1574,0.85837
1575,0.85858
1576,0.8583
1577,0.85812
1578,0.85847
1579,0.85853
1580,0.8585
1581,0.85825
1582,0.85846
1583,0.85842
1584,0.8585
1585,0.85867
1586,0.85851
1587,0.85872
1588,0.8586
1589,0.85871
1590,0.85872
1591,0.85888
1592,0.8587
1593,0.85868
1594,0.85829
1595,0.85832
1596,0.85854
1597,0.8585
1598,0.85839
1599,0.8584
1600,0.85827
1601,0.85845
1602,0.8583
1603,0.85832
1604,0.85843
1605,0.85837
1606,0.85796
1607,0.85795
1608,0.85806
1609,0.85785
1610,0.85771
1611,0.85799
1612,0.85792
1613,0.85828
1614,0.85815
1615,0.85827
1616,0.85838
1617,0.85829
1618,0.85842
1619,0.85797
1620,0.85782
1621,0.85777
1622,0.85782
1623,0.85777
1624,0.85797
1625,0.85781
1626,0.85797
1627,0.85789
1628,0.85776
1629,0.85774
1630,0.85772
1631,0.85775
1632,0.85777
1633,0.85786
1634,0.85792
1635,0.85776
1636,0.85786
1637,0.85805
1638,0.85786
1639,0.85774
1640,0.85788
1641,0.85788
1642,0.85793
1643,0.85796
1644,0.85799
1645,0.85798
1646,0.85807
1647,0.85797
1648,0.85797
1649,0.85801
1650,0.85796
1651,0.85786
1652,0.85771
1653,0.85772
1654,0.85786
1655,0.85791
1656,0.85793
1657,0.85801
1658,0.85791
1659,0.85791
1660,0.85798
1661,0.85827
1662,0.85831
1663,0.85801
1664,0.85843
1665,0.85851
1666,0.85827
1667,0.85897
1668,0.85881
1669,0.8591
1670,0.85892
1671,0.85929
1672,0.85966
1673,0.86003
1674,0.86008
1675,0.85976
1676,0.85918
1677,0.85916
1678,0.85926
1679,0.85874
1680,0.85909
1681,0.85928
1682,0.85904
1683,0.8588
1684,0.85889
1685,0.85897
1686,0.8589
1687,0.85918
1688,0.8585
1689,0.85838
1690,0.85836
1691,0.8583
1692,0.85823
1693,0.85825
1694,0.85859
1695,0.85822
1696,0.85855
1697,0.85823
1698,0.85827
1699,0.85808
1700,0.85822
1701,0.8585
1702,0.85836
1703,0.8582
1704,0.85798
1705,0.85764
1706,0.85781
1707,0.85758
1708,0.85749
1709,0.85752
1710,0.85756
1711,0.85749
1712,0.85722
1713,0.85707
1714,0.85769
1715,0.85741
1716,0.85772
1717,0.85735
1718,0.8572
1719,0.85664
1720,0.85698
1721,0.85642
1722,0.85596
1723,0.85591
1724,0.85615
1725,0.8562
1726,0.85634
1727,0.85631
1728,0.85631
1729,0.85613
1730,0.85619
1731,0.85613
1732,0.85632
1733,0.85636
1734,0.85622
1735,0.85632
1736,0.85638
1737,0.85638
1738,0.85636
1739,0.85652
1740,0.85657
1741,0.85627
1742,0.85626
1743,0.85644
1744,0.85668
1745,0.85671
1746,0.85686
1747,0.85681
1748,0.85676
1749,0.85691
1750,0.8569
1751,0.85637
1752,0.85648
1753,0.85622
1754,0.85654
1755,0.85678
1756,0.85667
1757,0.85693
1758,0.85694
1759,0.85703
1760,0.8569
1761,0.8568
1762,0.85684
1763,0.8566
1764,0.8566
1765,0.85661
1766,0.85673
1767,0.85674
1768,0.85667
1769,0.85661
1770,0.85653
1771,0.85666
1772,0.85669
1773,0.85674
1774,0.85676
1775,0.85682
1776,0.85667
1777,0.8567
1778,0.85692
1779,0.85721
1780,0.85705
1781,0.85731
1782,0.85722
1783,0.85714
1784,0.85716
1785,0.85716
1786,0.85715
1787,0.85718
1788,0.85709
1789,0.85709
1790,0.8571
1791,0.85719
1792,0.85717
1793,0.85726
1794,0.85729
1795,0.85734
1796,0.85734
1797,0.8572
1798,0.8572
1799,0.85716
1800,0.8573
1801,0.85735
1802,0.85688
1803,0.85683
1804,0.85651
1805,0.85684
1806,0.85674
1807,0.85676
1808,0.85666
1809,0.85637
1810,0.85625
1811,0.85671
1812,0.85692
1813,0.85709
1814,0.85735
1815,0.85753
1816,0.8575
1817,0.85799
1818,0.85798
1819,0.85764
1820,0.85728
1821,0.85711
1822,0.85693
1823,0.85739
1824,0.85758
1825,0.85726
1826,0.85707
1827,0.8568
1828,0.85655
1829,0.85644
1830,0.85682
1831,0.85693
1832,0.85704
1833,0.85695
1834,0.85784
1835,0.85747
1836,0.85742
1837,0.85757
1838,0.85733
1839,0.85755
1840,0.85747
1841,0.85726
1842,0.85748
1843,0.85708
1844,0.85715
1845,0.85716
1846,0.85737
1847,0.85747
1848,0.85737
1849,0.85761
1850,0.85766
1851,0.85792
1852,0.85865
1853,0.85838
1854,0.8584
1855,0.85767
1856,0.8576
1857,0.85748
1858,0.85755
1859,0.85762
1860,0.8568
1861,0.85649
1862,0.85689
1863,0.85726
1864,0.857
1865,0.85673
1866,0.8568
1867,0.85673
1868,0.85664
1869,0.85655
1870,0.85663
1871,0.85666
1872,0.85665
1873,0.85662
1874,0.85656
1875,0.85661
